Ano,Categoria da Situação,Cor / Raça,Código da Matricula,Código do Ciclo Matricula,Data de Fim Previsto do Ciclo,Data de Inicio do Ciclo,Data de Ocorrencia da Matricula,Eixo Tecnológico,Faixa Etária,Mês De Ocorrência da Situação,Nome de Curso,Renda Familiar,Sexo,Situação de Matrícula,Subeixo Tecnológico,Tipo de Curso,Turno
2017,Em curso,Não declarada,44681986,1207788,2014-12-22,2012-03-05,2012-03-01,Informação e Comunicação,35 a 39 anos,2018-03-05,Análise e Desenvolvimento de Sistemas,Não declarada,F,Retido,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,66262145,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262155,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262151,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0<RFP<=0,5",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Evadidos,Branca,66262139,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2017-05-01,Técnico em Eletrônica,"0<RFP<=0,5",F,Transf. externa,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66276551,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66597914,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Preta,66262127,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Preta,66262133,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262135,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66276553,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0,5<RFP<=1",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262121,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0<RFP<=0,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66597962,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1,5<RFP<=2,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Evadidos,Branca,66598026,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2017-08-01,Técnico em Eletrônica,"1,5<RFP<=2,5",M,Transf. externa,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262117,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262159,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262141,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262153,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262167,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,66262157,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"2,5<RFP<=3,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Não declarada,66262163,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,Não declarada,M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Evadidos,Parda,66262149,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2017-08-01,Técnico em Eletrônica,"0,5<RFP<=1",M,Desligada,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262115,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0<RFP<=0,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262143,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"0<RFP<=0,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262131,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1,5<RFP<=2,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262129,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262147,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"1<RFP<=1,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Parda,66262137,2007734,2019-12-20,2016-02-22,2016-02-01,Controle e Processos Industriais,15 a 19 anos,2016-02-01,Técnico em Eletrônica,"RFP>3,5",M,Em fluxo,Elétrica,Técnico-Integrado,Matutino
2017,Em curso,Branca,44682058,1207788,2014-12-22,2012-03-05,2012-03-01,Informação e Comunicação,Maior de 60 anos,2018-03-05,Análise e Desenvolvimento de Sistemas,"2,5<RFP<=3,5",F,Retido,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,54975149,1207788,2014-12-22,2012-03-05,2013-04-01,Informação e Comunicação,40 a 44 anos,2018-03-05,Análise e Desenvolvimento de Sistemas,"2,5<RFP<=3,5",F,Retido,Informática,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,62534619,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-10-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,62534587,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",45 a 49 anos,2017-08-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Concluída no prazo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,62534613,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2018-03-05,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Retido,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,62534579,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",Maior de 60 anos,2018-03-05,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Retido,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,62534569,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-08-01,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Concluída no prazo,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,62534581,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",55 a 59 anos,2017-12-15,Gestão Desportiva e de Lazer,Não declarada,F,Integralizada,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,65158647,1993560,2018-12-28,2015-07-27,2015-07-01,Controle e Processos Industriais,30 a 34 anos,2015-07-01,Eletrônica Industrial,"1,5<RFP<=2,5",F,Em fluxo,Elétrica,Superior-Tecnologia,Matutino
2017,Evadidos,Não declarada,62534571,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-10-01,Gestão Desportiva e de Lazer,Não declarada,F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,62534585,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",45 a 49 anos,2018-03-05,Gestão Desportiva e de Lazer,Não declarada,F,Retido,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Preta,62534583,1957524,2017-07-31,2014-07-28,2014-07-01,"Turismo, Hospitalidade e Lazer",50 a 54 anos,2017-08-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Concluída no prazo,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,54918129,1722403,2016-03-18,2013-03-18,2013-03-01,Informação e Comunicação,20 a 24 anos,2017-08-01,Análise e Desenvolvimento de Sistemas,"0,5<RFP<=1",F,Concluída com atraso,Informática,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,54918121,1722403,2016-03-18,2013-03-18,2013-03-01,Informação e Comunicação,20 a 24 anos,2017-12-15,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Concluída com atraso,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,54918141,1722403,2016-03-18,2013-03-18,2013-03-01,Informação e Comunicação,20 a 24 anos,2018-03-05,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Retido,Informática,Superior-Tecnologia,Matutino
2017,Evadidos,Indígena,63569735,1957522,2017-07-31,2014-07-28,2014-08-01,Informação e Comunicação,25 a 29 anos,2017-10-01,Análise e Desenvolvimento de Sistemas,Não declarada,F,Abandono,Informática,Superior-Tecnologia,Noturno
2017,Em curso,Branca,34808747,792382,2014-12-22,2011-02-17,2011-02-01,Controle e Processos Industriais,20 a 24 anos,2018-03-05,Técnico em Eletrônica,"0,5<RFP<=1",F,Retido,Elétrica,Técnico-Integrado,Vespertino
2017,Em curso,Amarela,68780751,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",15 a 19 anos,2016-08-01,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,68780701,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2016-08-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,68780735,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",30 a 34 anos,2016-08-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,71533284,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,30 a 34 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,71533292,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,25 a 29 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,"1<RFP<=1,5",F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,68780729,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2016-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,68780711,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2016-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,68780727,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2016-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,71533276,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,15 a 19 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,"2,5<RFP<=3,5",F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,71533266,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,25 a 29 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,"2,5<RFP<=3,5",F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,71533258,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,30 a 34 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,Não declarada,F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,68781227,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",20 a 24 anos,2016-08-01,Gestão Desportiva e de Lazer,Não declarada,F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Evadidos,Parda,68780753,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",15 a 19 anos,2017-01-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Desligada,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Parda,71533286,2140782,2019-12-31,2017-02-13,2017-02-01,Informação e Comunicação,30 a 34 anos,2017-02-01,Análise e Desenvolvimento de Sistemas,"0,5<RFP<=1",F,Ingressante,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Parda,68780749,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",20 a 24 anos,2016-08-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Parda,68780707,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2016-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Preta,68780703,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2016-08-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Preta,68780733,2076297,2019-12-27,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",35 a 39 anos,2016-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,66262037,2007728,2019-07-01,2016-02-22,2016-02-01,Informação e Comunicação,25 a 29 anos,2016-02-01,Análise e Desenvolvimento de Sistemas,"0,5<RFP<=1",F,Em fluxo,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,66541793,2007728,2019-07-01,2016-02-22,2016-02-01,Informação e Comunicação,20 a 24 anos,2016-02-01,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Em fluxo,Informática,Superior-Tecnologia,Matutino
2017,Em curso,Branca,58208784,1844621,2016-12-23,2013-08-05,2013-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2018-03-05,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Retido,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,66541795,2007728,2019-07-01,2016-02-22,2016-02-01,Informação e Comunicação,25 a 29 anos,2016-02-01,Análise e Desenvolvimento de Sistemas,"1<RFP<=1,5",F,Em fluxo,Informática,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,58208780,1844621,2016-12-23,2013-08-05,2013-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-09-01,Gestão Desportiva e de Lazer,"2,5<RFP<=3,5",F,Concluída com atraso,Lazer,Superior-Tecnologia,Matutino
2017,Concluintes,Branca,58208804,1844621,2016-12-23,2013-08-05,2013-08-01,"Turismo, Hospitalidade e Lazer",30 a 34 anos,2017-08-01,Gestão Desportiva e de Lazer,"2,5<RFP<=3,5",F,Concluída com atraso,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,66262039,2007728,2019-07-01,2016-02-22,2016-02-01,Informação e Comunicação,20 a 24 anos,2016-02-01,Análise e Desenvolvimento de Sistemas,Não declarada,F,Em fluxo,Informática,Superior-Tecnologia,Matutino
2017,Concluintes,Parda,58208852,1844621,2016-12-23,2013-08-05,2013-08-01,"Turismo, Hospitalidade e Lazer",35 a 39 anos,2017-08-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Concluída com atraso,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65156614,1993559,2018-08-31,2015-07-27,2015-07-01,Informação e Comunicação,30 a 34 anos,2015-07-01,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Em fluxo,Informática,Superior-Tecnologia,Noturno
2017,Em curso,Branca,65156592,1993559,2018-08-31,2015-07-27,2015-07-01,Informação e Comunicação,20 a 24 anos,2015-07-01,Análise e Desenvolvimento de Sistemas,"1<RFP<=1,5",F,Em fluxo,Informática,Superior-Tecnologia,Noturno
2017,Evadidos,Branca,65156618,1993559,2018-08-31,2015-07-27,2015-07-01,Informação e Comunicação,30 a 34 anos,2017-03-01,Análise e Desenvolvimento de Sistemas,"2,5<RFP<=3,5",F,Abandono,Informática,Superior-Tecnologia,Noturno
2017,Em curso,Parda,65156620,1993559,2018-08-31,2015-07-27,2015-07-01,Informação e Comunicação,40 a 44 anos,2015-07-01,Análise e Desenvolvimento de Sistemas,"1,5<RFP<=2,5",F,Em fluxo,Informática,Superior-Tecnologia,Noturno
2017,Em curso,Preta,65156628,1993559,2018-08-31,2015-07-27,2015-07-01,Informação e Comunicação,25 a 29 anos,2015-07-01,Análise e Desenvolvimento de Sistemas,"1<RFP<=1,5",F,Em fluxo,Informática,Superior-Tecnologia,Noturno
2017,Em curso,Branca,63830326,1975273,2018-12-21,2015-02-19,2015-02-01,Controle e Processos Industriais,15 a 19 anos,2015-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Vespertino
2017,Em curso,Branca,63830332,1975273,2018-12-21,2015-02-19,2015-02-01,Controle e Processos Industriais,15 a 19 anos,2015-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Vespertino
2017,Em curso,Branca,63830328,1975273,2018-12-21,2015-02-19,2015-02-01,Controle e Processos Industriais,15 a 19 anos,2015-02-01,Técnico em Eletrônica,"0,5<RFP<=1",F,Em fluxo,Elétrica,Técnico-Integrado,Vespertino
2017,Evadidos,Branca,63830316,1975273,2018-12-21,2015-02-19,2015-02-01,Controle e Processos Industriais,15 a 19 anos,2017-04-01,Técnico em Eletrônica,"0<RFP<=0,5",F,Desligada,Elétrica,Técnico-Integrado,Vespertino
2017,Em curso,Branca,63830340,1975273,2018-12-21,2015-02-19,2015-02-01,Controle e Processos Industriais,15 a 19 anos,2015-02-01,Técnico em Eletrônica,"1,5<RFP<=2,5",F,Em fluxo,Elétrica,Técnico-Integrado,Vespertino
2017,Evadidos,Branca,65159045,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-03-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65254477,1993563,2018-08-31,2015-07-27,2015-08-01,"Turismo, Hospitalidade e Lazer",30 a 34 anos,2015-08-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65159023,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",50 a 54 anos,2015-07-01,Gestão Desportiva e de Lazer,"0,5<RFP<=1",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,65159037,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",35 a 39 anos,2017-10-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65159019,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2015-07-01,Gestão Desportiva e de Lazer,"0<RFP<=0,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,65159043,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-03-01,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,66241378,1993563,2018-08-31,2015-07-27,2015-12-01,"Turismo, Hospitalidade e Lazer",30 a 34 anos,2017-10-01,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Abandono,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65159039,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",35 a 39 anos,2015-07-01,Gestão Desportiva e de Lazer,"1,5<RFP<=2,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Branca,65159055,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",20 a 24 anos,2015-07-01,Gestão Desportiva e de Lazer,"1<RFP<=1,5",F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,65296637,1993563,2018-08-31,2015-07-27,2015-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2015-08-01,Gestão Desportiva e de Lazer,Não declarada,F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,65159031,1993563,2018-08-31,2015-07-27,2015-07-01,"Turismo, Hospitalidade e Lazer",55 a 59 anos,2015-07-01,Gestão Desportiva e de Lazer,Não declarada,F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Em curso,Não declarada,65284437,1993563,2018-08-31,2015-07-27,2015-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2015-08-01,Gestão Desportiva e de Lazer,Não declarada,F,Em fluxo,Lazer,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,71533372,2140784,2020-07-31,2017-02-13,2017-02-01,Controle e Processos Industriais,25 a 29 anos,2017-06-01,Eletrônica Industrial,"0,5<RFP<=1",F,Desligada,Elétrica,Superior-Tecnologia,Matutino
2017,Em curso,Preta,71533344,2140784,2020-07-31,2017-02-13,2017-02-01,Controle e Processos Industriais,20 a 24 anos,2017-02-01,Eletrônica Industrial,"0,5<RFP<=1",F,Ingressante,Elétrica,Superior-Tecnologia,Matutino
2017,Evadidos,Branca,72174988,2152179,2020-12-31,2017-03-13,2017-03-01,Informação e Comunicação,15 a 19 anos,2017-06-01,Técnico em Informática,"0,5<RFP<=1",F,Transf. externa,Informática,Técnico-Integrado,Vespertino
2017,Em curso,Branca,72175010,2152179,2020-12-31,2017-03-13,2017-03-01,Informação e Comunicação,15 a 19 anos,2017-03-01,Técnico em Informática,"0<RFP<=0,5",F,Ingressante,Informática,Técnico-Integrado,Vespertino
2017,Em curso,Branca,72175004,2152179,2020-12-31,2017-03-13,2017-03-01,Informação e Comunicação,15 a 19 anos,2017-03-01,Técnico em Informática,"1<RFP<=1,5",F,Ingressante,Informática,Técnico-Integrado,Vespertino
2017,Em curso,Branca,72175022,2152179,2020-12-31,2017-03-13,2017-03-01,Informação e Comunicação,15 a 19 anos,2017-03-01,Técnico em Informática,"2,5<RFP<=3,5",F,Ingressante,Informática,Técnico-Integrado,Vespertino
2017,Em curso,Branca,72175012,2152179,2020-12-31,2017-03-13,2017-03-01,Informação e Comunicação,15 a 19 anos,2017-03-01,Técnico em Informática,"2,5<RFP<=3,5",F,Ingressante,Informática,Técnico-Integrado,Vespertino
2017,Evadidos,Branca,68891247,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2018-01-19,Técnico em Guia de Turismo,"0,5<RFP<=1",F,Desligada,Turismo,Técnico-Subsequente,Noturno
2017,Em curso,Branca,68891215,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-12-15,Técnico em Guia de Turismo,"0<RFP<=0,5",F,Em fluxo,Turismo,Técnico-Subsequente,Noturno
2017,Concluintes,Branca,68891693,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",25 a 29 anos,2017-12-15,Técnico em Guia de Turismo,"1,5<RFP<=2,5",F,Concluída no prazo,Turismo,Técnico-Subsequente,Noturno
2017,Concluintes,Branca,68891235,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",35 a 39 anos,2017-12-15,Técnico em Guia de Turismo,"1<RFP<=1,5",F,Concluída no prazo,Turismo,Técnico-Subsequente,Noturno
2017,Evadidos,Branca,68891221,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",50 a 54 anos,2018-01-19,Técnico em Guia de Turismo,"1<RFP<=1,5",F,Desligada,Turismo,Técnico-Subsequente,Noturno
2017,Evadidos,Branca,68891233,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",40 a 44 anos,2018-01-19,Técnico em Guia de Turismo,"1<RFP<=1,5",F,Desligada,Turismo,Técnico-Subsequente,Noturno
2017,Evadidos,Branca,68891253,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",20 a 24 anos,2018-01-19,Técnico em Guia de Turismo,"1<RFP<=1,5",F,Desligada,Turismo,Técnico-Subsequente,Noturno
2017,Em curso,Branca,68891227,2079738,2017-12-29,2016-08-01,2016-08-01,"Turismo, Hospitalidade e Lazer",50 a 54 anos,2017-12-15,Técnico em Guia de Turismo,"1<RFP<=1,5",F,Em fluxo,Turismo,Técnico-Subsequente,Noturno
